"At","Sentimen","Review","Bintang","Aspek"
"2019-04-29 07:27:51","-1","lemot. susah login. tiba2 logout sndiri. bnyk lagi.....","1","Tampilan"
"2019-04-29 07:02:08","1","keren top dah","5","Lainnya"
"2019-04-29 06:51:16","1","sangat bagus","5","Lainnya"
"2019-04-29 06:09:14","0","suka bgt finally soco ada app nya , tp masih suka crash. min, tlg app nya diperbaiki lg, krn suka log out dan applikasi berhenti , tiap mau blanja keluar tulisan soco telah berhenti truss.","3","Tampilan"
"2019-04-29 06:04:23","1","keren , belanja terus ,,,","5","Lainnya"
"2019-04-29 05:48:07","-1","Ini kok mau lihat produk force lag ya, lemot dan waktu di klik produknya berhenti sendiri. Tolong diperbaiki lah, kan bikin cust jadi gak bisa belanja kalau gini","2","Tampilan"
"2019-04-29 02:03:04","1","apps terbaik","5","Lainnya"
"2019-04-29 01:03:27","-1","aplikasi lemot ketika mau klik produk keluar sendiri. bikin kesel dan males beli wkwk","1","Tampilan"
"2019-04-29 00:48:21","-1","aplikasi sampah, sangat tidak memudahkan orang mau belanja. masa setiap mau masukin keranjang atau buy now langsung kembali ke tampilan menu barang. gila ini aplikasi payah banget. nyusahin orang mau belanja. bikin emosi","1","Tampilan"
"2019-04-29 00:27:23","-1","ini kenapa pas lagi liat produk malah keluar sendiri sih? :( udah clear data semuanya, bahkan udah di un install pun masih kayak gini. tolong dong bantu","1","Tampilan"
"2019-04-29 00:06:54","1","aplikasi mantab..","5","Lainnya"
"2019-04-28 23:44:56","0","this application needs update, bcs when I wanna read a product's review this app getting down suddenly, so it's little bit annoying me.","3","Tampilan"
"2019-04-28 23:17:23","1","bagus aplikasinya, ngebantu bgt buat aku utk belanja kosmetik jd ga perlu browser2 lg . thank you sociolla 💋💋💋","5","Produk"
"2019-04-28 23:09:48","1","is the best!","5","Lainnya"
"2019-04-28 23:07:13","1","Mempermudah aku dalam membeli skin care, gk perlu repot"" keluar rumah. Dan sangat suka sekali dengan produk dari sociolla","5","Produk"
"2019-04-28 23:01:32","1","aplikasinya keren,sangat memudahkan untuk pencinta beauty👍","5","Lainnya"
"2019-04-28 22:57:56","0","apk ini setelah di update malah sering keluar sendiri","3","Tampilan"
"2019-04-28 22:52:12","-1","sumpah ini aplikasinya kenapa sig, lwmot bgt dan close2 terus huhuhuhuhuhuhu tolong diperbaiki lagi ya soco nya, padahal aku dah seneng bgt ada aplikasi jni. mungkin harus bener2 dipersiapkan biar bisa digunakan dengan baik oleh ciwi2 didunia ini.","1","Tampilan"
"2019-04-28 22:36:48","-1","aplikasi sering keluar sendiri,gabisa checkout!!!","1","Tampilan"
"2019-04-28 21:58:48","0","aplikasinya lemot dan suja keluar sendiri. pas mau liat reviewan nya suka keluar sendiri.","3","Tampilan"
"2019-04-28 21:56:49","-1","tiap liat produk kemabali lagi, jadi gak bisa beli produkk:((((((","2","Tampilan"
"2019-04-28 21:28:27","1","lemot dikit, but its okay.","4","Lainnya"
"2019-04-28 21:18:56","-1","g bisa beli tiap kali klik yg tambah keranjang jd ke close","1","Tampilan"
"2019-04-28 20:58:53","-1","itu aq mau lihat detail gbr barangnya knp aplikasinya tiba2 selalu kembali ke halaman sebelumnya ya. tiap mau buka detail gbr, kembali ke halaman sebelumnya. begitu terus","2","Tampilan"
"2019-04-28 20:52:02","-1","parah abis...error trs aplikasinya...mengecewakan","1","Lainnya"
"2019-04-28 20:49:27","-1","tiap milih2 produk bentar langsung ketutup, ada kode promo diskon berasa percuma klo sering force close","2","Tampilan"
"2019-04-28 20:40:35","1","recoment bgt and terpercaya gak kecewa belanja di sociolla happy shopping","5","Lainnya"
"2019-04-28 20:00:51","-1","aplikasinya masih lemot harus diperbaiki lagi kedepannya ditambah kalo mau view product suka ngeback sendiri","2","Tampilan"
"2019-04-28 19:53:32","-1","lemot banget aplikasinya, tiap mau liat barang selalu tbtb ke log out","1","Tampilan"
"2019-04-28 19:39:12","-1","aplikasi lemottttt","2","Lainnya"
"2019-04-28 18:04:27","0","barang-barang yang mau saya beli tiba-tiba hilang di keranjang sangat susah mecari lagi karna aplikasi berulang kali tiba-tiba berhenti","3","Tampilan"
"2019-04-28 17:04:59","-1","Lemot parah","1","Lainnya"
"2019-04-28 16:56:53","1","Aplikasinya lumayan...produknya bagus bagus...","5","Produk"
"2019-04-28 16:45:29","1","suka banget sama aplikasinya... produk yang di tawarkan berkualitas tinggi. gak nyesel deh","5","Produk"
"2019-04-28 16:28:26","-1","selalu eror sehingga tidak dapat berbelanja di aplikasi","1","Lainnya"
"2019-04-28 16:03:44","-1","payah aplikasinya keluar terus pas liat produk","1","Tampilan"
"2019-04-28 15:03:22","1","seneng dech sociolla ada aplikasinya 😘😘","5","Lainnya"
"2019-04-28 14:36:40","1","mantull nh","5","Lainnya"
"2019-04-28 14:30:15","1","awesome apps to effortless shopping.","5","Lainnya"
"2019-04-28 14:28:27","1","apps yg cukup membantu untuk mencari brg yg di inginkan dan pencariannya pun jg mudah","5","Tampilan"
"2019-04-28 14:26:18","1","Produk bagus real pick ,Pengiriman cepat , Kurir Ramah","5","Layanan"
"2019-04-28 14:18:33","-1","aplikasi suka berhenti tbtb dan keluar sendiri. tolong di perbaiki","2","Tampilan"
"2019-04-28 14:14:41","1","akhirnya lebih mudah belanja di sociolla 😘😘😘 good","5","Lainnya"
"2019-04-28 14:01:09","1","akhirnya ada aplikasinya. semakin mudah dan gampang untuk berbelanja di sociolla 😊👍👍","5","Lainnya"
"2019-04-28 12:59:41","1","Dengan adanya aplikasi ini membantu dan mempermudah untuk belanja di Sociolla","5","Lainnya"
"2019-04-28 12:58:32","1","Belanja skincare sama make up gampang, ga perlu pergi ke luar. online shop trusted, banyak diskon, pengirimannya juga cepet. mantul sih♥","5","Layanan"
"2019-04-28 12:38:15","0","app lemod, sering error, app sering ketutup sendiri.","3","Tampilan"
"2019-04-28 12:20:16","1","nice app","5","Lainnya"
"2019-04-28 12:18:52","1","Fantastic","5","Lainnya"
"2019-04-28 11:55:54","1","kangge ningmas ningmas","5","Lainnya"
"2019-04-28 11:41:59","1","Widiihhh udah ada appsnya, makin mudah aja belanja di sociolla. Sukses terus buat sociollaa...","5","Lainnya"
"2019-04-28 11:22:25","1","saya suka aplikasi nya","5","Lainnya"
"2019-04-28 11:17:09","1","TOP","5","Lainnya"
"2019-04-28 11:16:51","-1","pas lihat produk nya malah ke close gitu aja","2","Tampilan"
"2019-04-28 10:53:46","-1","Lemot nya kebangetan","1","Lainnya"
"2019-04-28 10:49:57","1","good","5","Lainnya"
"2019-04-28 10:45:34","1","mantab kali","5","Lainnya"
"2019-04-28 10:29:24","1","ok banget","5","Lainnya"
"2019-04-28 10:17:47","1","the best❤","5","Lainnya"
"2019-04-28 10:16:47","1","recommended untuk yang suka belanja online","5","Lainnya"
"2019-04-28 10:03:18","1","muantapppp 👍","5","Lainnya"
"2019-04-28 09:59:00","1","recomend buat yang lagi nyari cosmetic dan skincare original 100% cakep","5","Produk"
"2019-04-28 09:58:07","1","jadi lebih praktis","5","Lainnya"
"2019-04-28 09:56:40","1","Banyak diskon banyak promoo recomend belanja kosmetik/skincare buat istri dirumah mantabb👍👍❤😍😙","5","Layanan"
"2019-04-28 09:52:52","1","Aplikasi Mantab","5","Lainnya"
"2019-04-28 09:51:16","1","Masih berat tp lumayan bisa dipakai kok hg penting sabar. Kalau ga sabar beli di toko aja kak ga usah via app. Wkwkw.","5","Lainnya"
"2019-04-28 09:44:26","1","rekomendasi buat istri yang suka dandan 😍😍","5","Lainnya"
"2019-04-28 09:32:48","-1","Mau check out malah keluar keluar sendiri app nya. Jadi ngga bisa belanja, ini gemana ya mohon cepat ditindak","2","Tampilan"
"2019-04-28 09:31:57","1","belanja di sociolla murah2 banyak diskon dan dijamin ori. pokoknya klo belanja makeup enakan disini deh","5","Produk"
"2019-04-28 09:11:52","1","Bangga banget belanja disini","5","Lainnya"
"2019-04-28 09:06:55","-1","aplikasinya sering keluar tb2 bahkan sampai akun ke logout sendiri tolong perbaikannya","2","Tampilan"
"2019-04-28 08:54:52","1","Yeyy akhirnya SOCO App, tempat belanja nyaman dan aman buat belanja cosmetics karna semua product nya original .","5","Produk"
"2019-04-28 08:37:26","-1","aplilasi ketutup sendiri kalo mau liat produknya, keganggu bgt mending pake web kalo gitu","1","Tampilan"
"2019-04-28 08:14:19","1","Banyak diskon. Produk trusted","5","Layanan"
"2019-04-28 08:03:21","1","sejak skincare korea hype,harus selalu jastip dan agak ragu.sekarang tinggal download SOCO aplikasi ini,skincare yang susah didapat di drugstore DISINI ADAAAA! online shop trusted,produknya asli,banyak diskon,dan pengirimannya cepet.Ah mantul sih!!!","5","Produk"
"2019-04-28 07:35:45","-1","suka keluar sendiri aplikasinya","2","Tampilan"
"2019-04-28 07:06:32","1","di sociolla makin mudah dan hemat belanja kosmetik dijamin ori 👍👍👍","5","Produk"
"2019-04-28 06:17:39","1","Dpt kemudahan buat chek product, liat review2nya buat cari yg rekomend, bisa liat tips and trick juga, Trusted dan Promonya Kerennn...","5","Tampilan"
"2019-04-28 05:43:03","1","sangat recommended dan memudahkan belanja tanpa takut kosmetik palsu, dijamin original bukan kaleng kaleng dah 👍","5","Produk"
"2019-04-28 02:08:14","0","kenapa setelah diupdate malah makin lemot, padahal sebelum2nya bisa2 aja gk pernah keluar sendiri, jadi ribet untuk saat ini","3","Tampilan"
"2019-04-28 01:59:33","1","belanja mudah harga murah barang nya juga mewah","5","Produk"
"2019-04-28 01:48:57","-1","setiap membuka produk, akan langsung keluar dri aplikasi. sehingga tidak bisa melakukan transaksi","1","Tampilan"
"2019-04-28 01:41:08","1","terima kasih sociolla semakin mudah berbelanjanya sudah tak repot lagi belinya harus beli di mall,bagus packingnya dan barang sesuai pesanan nya,thank you sociolla","5","Layanan"
"2019-04-28 00:28:16","1","Asikk bgt belanja disini. Selain gampang cari skincare & makeup import. Disini jg selalu ada diskon. Ditambah klo kt review prodak aja suka di kasih hadiah! Love it..","5","Layanan"
"2019-04-28 00:07:43","-1","aplikasi bug mulu.. tiap buka konten force close mulu.. tolong diperbaiki admin..","2","Tampilan"
"2019-04-27 23:19:57","1","👍👍👍👍","5","Lainnya"
"2019-04-27 22:55:57","1","dimanapun kapanpun,sekarang jadi lebih mudah berbelanja disociolla,thanks sociolla🤩🥰","5","Lainnya"
"2019-04-27 22:54:52","1","aplikasinya bagus banget, keren parah...","5","Lainnya"
"2019-04-27 22:51:16","1","the best online beauty destination eveeerrr!!","5","Lainnya"
"2019-04-27 22:48:21","-1","aplikasinya kyaknya hrus di optimalin lg deh..sebelum buat promo diskon 50% jika membeli di app. orang2 akan senang dgn promo ini n pastinya akan mendownload app ny..tpi setelah didownload thu2nya aplikasinya msih bermasalah bakalan kecewa...makasih..sy hrap masukan saya di dengarkan","2","Tampilan"
"2019-04-27 22:47:36","0","bagus, tapi lemot, tolong diperbaiki lagi","3","Lainnya"
"2019-04-27 22:38:28","1","Membantu sekali untuk yang ingin belanja di sociolla, tanpa harus buka web.. banyak promo yang diadakan oleh app ini.. semoga semakin sukses sociolla.","5","Layanan"
"2019-04-27 22:35:43","-1","liat produk tiba2 keluar sendiri muncul notifikasi buka ulang aplikasi gimana mau checkout beli","1","Tampilan"
"2019-04-27 22:27:07","1","the best I've just seen, going forward sociolla...","5","Lainnya"
"2019-04-27 22:26:29","1","aplikasi penak gaes, nek blonjo neng sociolla wae, akeh diskonan lowww,, barang berkualitas harga juga pas di kantong 😁","5","Layanan"
"2019-04-27 22:25:50","1","yeeh akhir nya yg di tunggu*, tambah gampang belanja di sociilla ❤❤❤","5","Lainnya"
"2019-04-27 22:17:35","1","yeaayyy sekarang udah ada aplikasinya, belanja jadi mudah udah gitu semua produknya original ditambah banyak diskon'an nya😍 aaahhh makin cinta deh eyke sama sociolla😀","5","Layanan"
"2019-04-27 22:16:34","1","terrrr wahuiiii belanja aman tanpa repot"" banyak diskon nye juga lg kg rugihh dh","5","Layanan"
"2019-04-27 22:14:03","1","Sociolla is the BEST","5","Lainnya"
"2019-04-27 22:11:06","1","Trusted SOCO No.1","5","Lainnya"
"2019-04-27 22:08:57","1","good aplication, i love Sociolla...","5","Lainnya"
"2019-04-27 22:07:30","1","Aplikasi sangat membantu untuk kebutuhan kosmetik masa kini, terimakasih sociolla😍😍","5","Lainnya"
"2019-04-27 22:05:59","1","Belanja oneline kosmetik terlengkap dan sudah BPOM banyak diskonnya lagi😁","5","Produk"
"2019-04-27 22:02:41","1","good","5","Lainnya"
"2019-04-27 22:01:37","1","👍","5","Lainnya"
"2019-04-27 22:00:27","1","Apps yang membantu banget utk mencari kebutuhan kosmetik, komplit dan langsung bisa membeli tanpa harus keluar rumah","5","Produk"
"2019-04-27 21:49:12","1","Thank You SOCO untuk aplikasi nya, sekrang lebih mudah berbelanja di Sociolla dan Akses nya pun cepet gak lemot. 👍👍","5","Lainnya"
"2019-04-27 21:41:02","1","Gampng bgt skrg cari skin care gk usah jauh2 ke luar rumah tinggl klik aja,aplikasiya ngebantu bgt buat aku yg sibuk dan gk sempet keluar buat cari2 skin care 😍 thanks soco by sociolla 😘😘","5","Produk"
"2019-04-27 21:33:30","1","Aplikasi nya Stabil dan bagus.. sangat membantu cari kebutuhan perawatan kecantikan dan lebih muda mencari & membeli prodak kosmetik yg kt mau.","5","Produk"
"2019-04-27 21:25:51","1","aplikasi yang sangat bagus dan mempermudah untuk belanja 👍👍👌","5","Lainnya"
"2019-04-27 21:00:36","1","👌","5","Lainnya"
"2019-04-27 20:43:16","-1","janji min belanja sekian dapat free gift ternyata bohong. aplikasi susah dipake error trus. banyak iklan disc misal 40% ternyata ga disc samsek.. kl pun disc barang nya kosong.","1","Layanan"
"2019-04-27 20:01:49","-1","nyoba log in berkali-kali, gagal trus","1","Tampilan"
"2019-04-27 19:14:50","0","aplikasinya bagus tapi suka tiba2 keluar sendiri :( sedih padahal mau belanja disoco","3","Tampilan"
"2019-04-27 17:57:35","-1","applikasi zonk ....... udh sampe uninstall install beberapa kali tetep aja ga jalan2 ini app","1","Tampilan"
"2019-04-27 17:55:05","0","Update itu biar bagus bkn tmbh lemot","3","Tampilan"
"2019-04-27 17:43:23","-1","aplikasi sering berhenti/keluar dengan sendiri nya","1","Tampilan"
"2019-04-27 17:33:22","-1","lemoot pas mau buka bagian SHOPING BAG, sama skali ga bs di buka hiiiks kaya apa mau check out klo sama skali ga bs dibuka????","2","Tampilan"
"2019-04-27 17:16:40","-1","suka berhenti sendiri ... bad apps","1","Tampilan"
"2019-04-27 16:32:07","-1","Maaf aku kasih segini dulu. soalnya tiap baru buka menu belanja pasti terhenti sendiri. tolong diperbaiki lagi bug nya. oh ya sekedar saran nih ya kalau emang app nya belum mateng bener mending jangan di launching dulu. kan bisa di uji dulu pake uji usability or something. soalnya kalau kayak gini kan kasian yang mau belanja malah gagal soalnya appnya terus2an force close. terima kasih","2","Tampilan"
"2019-04-27 16:29:25","-1","setiap mau checkout barang selalu keluar sendiri aplikasinya. mohon diperbaiki ya","2","Tampilan"
"2019-04-27 16:16:40","-1","kenapa sering keluar terus klo lg mau milih product.","2","Tampilan"
"2019-04-27 15:51:51","-1","setiap saya mau view gbr pasti tiba2 kluar dan kembali ke menu home lg. kirain saya doank yg merasa trnyata hampir smua komenan disni begitu. Please give us solution","1","Tampilan"
"2019-04-27 15:48:46","-1","selalu eror. baru saja mau cek shop langsung berhenti otomatis. gak sempat masukkan keranjang selalu no respon.","1","Tampilan"
"2019-04-27 15:33:08","-1","setiap saya ingin beli produk selalu keluar sendiri, dan laporan bug..","1","Tampilan"
"2019-04-27 14:21:40","-1","Selalu muncul ""applikasi terhenti"" kalau buka review produk yg mau dibeli di fitur shop","2","Tampilan"
"2019-04-27 14:19:03","-1","aplikasi nya suka keluar sendiri","2","Tampilan"
"2019-04-27 14:02:52","-1","Aplikasi sering nge lag, lagi pilih2 tau2 keluar sndr, dan sudah berkali2. Promonya emang banyk, tp kl gini yaaaa sama aja","3","Tampilan"
"2019-04-27 13:22:17","0","aplikasiny masih suka bug. sering bgt keluar sendiri, semoga bsa jadi bahan evaluasi untuk perbaikan","3","Tampilan"
"2019-04-27 12:54:35","-1","aplikasinya parah. ngeclose sendiri..","1","Tampilan"
"2019-04-27 12:44:53","1","saya sedang mencari produk, saat saya ingin membelinya tiba2 aplikasinya tertutup sendiri. berulang kali juga seperti itu. tolong diperbaiki sistemnya","4","Tampilan"
"2019-04-27 12:25:01","-1","help, aplikasinya ke logout mulu 😥","1","Tampilan"
"2019-04-27 12:02:56","-1","giliran yang ada diskonnya susaaaah banget buka nya, jangankan mau checkout mau masukin keranjang aza malah trouble terus app nya, perlu di perbaiki lagi","2","Tampilan"
"2019-04-27 11:29:04","-1","aplikasinya lemot. pada saat mau liat barang dan masukkan barang ke keranjang aplikasinya keluar sendiri.","1","Tampilan"
"2019-04-27 10:54:07","1","bagus sih, cuma nyebelin bgt suka keluar sndr gitu app nya","4","Tampilan"
"2019-04-27 10:27:22","-1","application always stop working and not respond","1","Tampilan"
"2019-04-27 09:43:53","-1","aplikasi lemot","2","Tampilan"
"2019-04-27 09:04:29","-1","apps lemot maksimal. masuk ke aplikasi ketika klik buy now langsung keluar apps sudah dicoba berkali2 sama aja ga berhasil. akhirnya unistall aja.Kzl","1","Tampilan"
"2019-04-27 09:00:55","-1","kenapa sangat sulit untuk membeli produk di web .. udah check out mau bayar susah banget. udah download aplikasinya juga sama aja... terhenti terus dan keluar sendiri","1","Tampilan"
"2019-04-27 08:38:18","1","sangat membantu buat kalian yang masih asing sama skincare dan makeup","5","Produk"
"2019-04-27 08:00:24","-1","gimana ni apk nya mau lihat produk tapi apknya keluar sendiri🙃","2","Tampilan"
"2019-04-27 07:30:33","-1","gimana saya mau beli makeup di aplikasi sociolla, stiap saya mau liat barang yang mau saya beli, malah keluar terus dan kembali lagi ke menu awal. Tolong diperbaiki ya aplikasi nya, Thanks.","2","Tampilan"
"2019-04-27 07:28:01","-1","aplikasinya cakep, cuma tiap kali buka barang tertentu di toko selalu crashing. udah nyoba uninstall lalu unduh ulang juga sama aja. kenapa ya?","2","Tampilan"
"2019-04-27 07:26:51","-1","aplikasinya spertinya byak bug, sering tba2 sistem eror. 😭 tlong diperbaiki lagi ya sya mau blanja gagal terus","1","Tampilan"
"2019-04-27 07:23:14","1","menarik lengkap","5","Produk"
"2019-04-27 07:22:21","-1","app nya dapat dibuka, tapi saat melihat barang atau mau beli otomatis berhenti. tolong dibetulkan ya","2","Tampilan"
"2019-04-27 06:50:32","-1","suka berhenti mendadak","1","Tampilan"
"2019-04-27 06:30:04","-1","parah aplikasinya, dibuka itemnya gk bisa malah tiba2 keluar dari aplikasinya sendiri. tolong diperbarui","1","Tampilan"
"2019-04-27 01:40:04","1","Tapi kyknya akan lebih baik khusus buat oeshopnya aja deh...jadinya lemot kalo plus beautyjournal dkk","4","Lainnya"
"2019-04-27 01:07:39","-1","aplikasi selalu keluar sendiri.","1","Lainnya"
"2019-04-27 00:46:36","-1","bikin emosi aja ni app. gmna mau blnja klo stiap mo atc lgsung kluar sndri app nya. parah!","1","Tampilan"
"2019-04-27 00:46:34","-1","bikin aplikasi tapi gak niat .. mau order tiba-tiba keluar sendiri hadeeehhhh ..","1","Tampilan"
"2019-04-27 00:25:28","1","lemot banget tolong diperbaiki kak","5","Lainnya"
"2019-04-27 00:18:06","-1","aplikasi lemot.. udah di download sampai akhir pas di instal malah gabisa. terus pas mau order suka keluar sndiri. sebel","1","Tampilan"
"2019-04-27 00:06:59","-1","Why I got the application stopped when I saw the product?","2","Tampilan"
"2019-04-27 00:02:25","0","aplikasi nya keluar2 muluu padahal uda di upgrade","3","Tampilan"
"2019-04-26 23:46:50","-1","Gak bisa checkout dari tadi","1","Tampilan"
"2019-04-26 23:42:42","0","aplikasinya jelek keluar2 terus capek","3","Tampilan"
"2019-04-26 23:25:08","0","setelah klik produk, bug terus, app forced close for redmi note 5 app versi terbaru","3","Tampilan"
"2019-04-26 23:13:36","-1","tiap mau buka review produk mesti app langsung keluar sendiri. ksl","1","Tampilan"
"2019-04-26 23:04:59","-1","mau beli aja force close mulu...... ampun deh","1","Tampilan"
"2019-04-26 22:47:46","0","ngebug terus aplikasinya setiap mau dimasukin ke keranjang padahal jaringan bagus bagus aja","3","Tampilan"
"2019-04-26 22:22:41","-1","aplikasinya punya tampilan bagus, sayang setiap mau belanja sering keluar dari laman berkali2","1","Tampilan"
"2019-04-26 22:04:17","-1","aduH yatuhaaan aplikasinya masih parah banget😩 sering force closed yang shop jg gak ke load samsek lama banget malah ngabisin kuota doang, terus jg udh berhasil search produk malah balik2 terus ke page awal aku kesaaal. semoga cepet diperbaiki dan ditingkatkan dehh, semangattt soco&sociolla!!💖","2","Tampilan"
"2019-04-26 21:52:58","-1","useless!!!","2","Lainnya"
"2019-04-26 21:30:41","1","bagus","5","Lainnya"
"2019-04-26 21:26:38","-1","kecewa:( tiap mau masukin produk ke keranjang, aplikasinya keluar terus, padahal mau pake promo 50% tapi kalo kaya gini gakan pernah bisa pake promonya :((","1","Tampilan"
"2019-04-26 20:46:43","-1","Bantuin buat cancel pesanan donk.. Mw belanja pake voucher eh malah wktu checkout nominal tetap g berkurang... App nya sering out sendiri. Sussah pokoknya. Tolong di respon donk","2","Tampilan"
"2019-04-26 20:05:13","-1","lumayan bagus,tapi apk nya pas kita ingin lihat deskripsi barang suka ke home sendiri harap diperbaiki sis","2","Tampilan"
"2019-04-26 19:33:31","-1","Appnya suka force close atau gak loading sama sekali. Tlg diperbaiki ya biar lebih enak belanja lewat app drpd lewat websitenya.","2","Tampilan"
"2019-04-26 19:19:16","0","kenapa gabisa Checkout.....","3","Tampilan"
"2019-04-26 18:40:26","1","great","5","Lainnya"
"2019-04-26 16:45:20","-1","tolong perbaiki lagi app nya berat bgt loading trs","2","Lainnya"
"2019-04-26 16:45:02","-1","kenapa aplikasi terhenti terus sih? tolong diperbaiki karna saya juga berminat untuk order.","1","Tampilan"
"2019-04-26 16:44:56","0","kemarin saya baru aja masukkin rollover reaction cushionnya ke shopping list saya. trua tiba2 hari ini hilang. saya liat di brand nya rollover juga ngga ada knp ya bisa begini? padahal niatnya saya mau checkout skrg.","3","Tampilan"
"2019-04-26 16:36:54","-1","aplikasi nya parah gabisa digunain karena pas mau masukin belanjaan ke keranjang aplikasinya malah terhenti terus bener bener gabisa digunain, tolong ya pleasee diperbaiki lagi karena aku seneng belanja disoco via web tapi aplikasi nya gak banget.","2","Tampilan"
"2019-04-26 16:18:39","-1","eror terus mau checkout","2","Tampilan"
"2019-04-26 16:10:33","0","diskon voucher bagus. tp sayang aplikasinya lemot dan sering banget eror. tolong lebih ditingkatkan pelayanannya","3","Layanan"
"2019-04-26 15:06:09","1","so good, sangat suka sekali 😍","5","Lainnya"
"2019-04-26 14:57:36","0","setiap mau beli sesuatu pasti tiba2 keluar sendiri, kenapa ya ? sebel bgt","3","Tampilan"
"2019-04-26 14:14:30","-1","app nya jelek kyk monyet, mana lemot kyk siput :(","1","Lainnya"
"2019-04-26 13:43:36","-1","aplikasi nya sering force close","1","Tampilan"
"2019-04-26 12:44:05","-1","lemott ya tuhannn, mau beli lewat app ini suka keluar2, tolong diperbaiki","1","Tampilan"
"2019-04-26 12:29:47","-1","parah sih app nya masih banyak error, gimana mau belanja ini mah. di web baik baik aja, di app error semua asli kesel bgt sih","1","Lainnya"
"2019-04-26 11:54:01","-1","aplikasinya slalu force close tiap mau add to cart. tolong perbaiki","1","Tampilan"
"2019-04-26 11:43:01","1","nice","5","Lainnya"
"2019-04-26 11:41:07","-1","dari semangat belanja sampe akhirnya males dan kesel. buang2 waktu cuma buat buka aplikasi abis itu ketutup lagi buka lagi ketutup lagi","1","Tampilan"
"2019-04-26 11:18:33","-1","Sering keluar sendiri ketika akan chekout produk. Harus ulang berkali2 jadi males mau beli lewat app nya. Hmm","2","Tampilan"
"2019-04-26 11:10:52","-1","lemot:(","2","Lainnya"
"2019-04-26 11:09:21","1","bGus sekali","5","Lainnya"
"2019-04-26 10:53:02","-1","tiap masuk, applikasi slalu terhenti dan keluar. tolong dong diperbaiki.","1","Tampilan"
"2019-04-26 10:39:28","-1","masih banyak bug, aplikasi sering force close, user experience masih kurang baik","2","Tampilan"
"2019-04-26 10:34:12","1","mantab","5","Lainnya"
"2019-04-26 10:28:11","-1","Sudah instal tapi susah sekali mau buka produk, muter2 terus ujung-ujungnya keluar bug (batal atau laporkan). Di klik salah satunya langsung keluar aplikasi. Padahal saya mau belanja karena tertarik akan voucher SOCOAPP50. Mau liat review pemakai produk juga ga bisa nih.","2","Tampilan"
"2019-04-26 09:56:10","0","kenapaa yaaa app nya suka berhenti sendiri jd kembali ke menu awal, app nya lemot dan berat bangettt jd sulit. mohon perbaikannya segera.","3","Tampilan"
"2019-04-26 09:54:58","1","bagussssss banget girlssss","5","Lainnya"
"2019-04-26 09:38:52","-1","slalu keluar aplikasinya pas mau masukin barang ke keranjang aplikasinya msh payang mending beli di web. percuma klo ada promo tp aplikasinya gabisa digunain sama sekali","1","Tampilan"
"2019-04-26 09:23:19","1","okay banget","5","Lainnya"
"2019-04-26 09:19:28","-1","Lemot banget padahal pake wifi. Mau review mau order mau masukin keranjang eror. Aduh jadi emosi. Mending pake browser aja kayak dulu daripada app tapi kayak gini. Maaf kalo menyinggung.","1","Tampilan"
"2019-04-26 09:08:17","-1","aplikasinya bikin kesel lagi klik barang tiba2 kluar lagi ke menu lagi kemenu lagi, kl abis yg lainnya ad tulisan outof stock tp ini ad barang di liat aja gk bisa, gk bisa dimasukan kekeranjang huffft terpaksa dh download ak hapus aja","2","Tampilan"
"2019-04-26 08:44:58","-1","Crash terus","2","Tampilan"
"2019-04-26 08:04:11","1","masih agak lemot sih terus beberapa fitur seperti review produk belum bisa digunakan. nanti kalau sudah perfect aku saya tambahin jadi lima. overall good, so many discount and the products 100% original","4","Tampilan"
"2019-04-26 08:03:23","-1","aplikasi lemot total... mohon diperbaiki lagi...","1","Lainnya"
"2019-04-26 07:58:20","0","applikasi terus berhenti, tiap buka applikasi pasti keluar sendiri nggak nyaman mau cari cari barang","3","Tampilan"
"2019-04-26 07:43:05","0","app nya terhenti terus, baru buka sebentar udah langsung keluar otomatis lagi. Tolong diperbaiki lagi","3","Tampilan"
"2019-04-26 07:22:46","-1","NGEBUG PARAH!!! Tiap klik barang br muncul tampilannya sbtr lgsg 'berhenti' ckckckckckckck sy biasanya sabar tp kali ini sampai udh muak liatnya.","2","Tampilan"
"2019-04-26 06:34:43","0","aplikasinya bagus cumn knp pas saya ingin tap produk malah gabisa,tolong penjelasannya.","3","Tampilan"
"2019-04-26 05:57:24","-1","baru install langsung uninstall lagi karna sangat sangat lemot, error terus!","2","Lainnya"
"2019-04-26 01:22:37","-1","sangat menyayangkan aplikasinya suka keluar sendiri. sampai kira cuman saya mengalami seperti ini, ternyata banyak sekali. dan belum ada perbaikan. terima kasih","1","Tampilan"
"2019-04-26 00:57:33","-1","aplikasi lemot parah, suka keluar sendiri lagi tingkatkan lagi kualitasnya","1","Tampilan"
"2019-04-26 00:30:09","0","ko susah banget login nya ya eror teruss","3","Tampilan"
"2019-04-25 23:56:50","0","kok aplikasinya lemot bgt ya min..tolong diperbaiki donk min biar semangat belanjanya","3","Lainnya"
"2019-04-25 23:45:36","1","good","5","Lainnya"
"2019-04-25 23:30:58","1","bagus","5","Lainnya"
"2019-04-25 23:08:09","-1","sering nutup sendiri kali buat belanja. payaah","1","Tampilan"
"2019-04-25 23:05:36","-1","tolong diperbaiki kemarin"" ga ada masalah ko sekarang tiap mw masukin keranjang tidak menanggapi terus, padahal mau belanja banyakk loo inii.. mohon diperbaiki yaa tolong dong 😭😭😭😭😭","2","Tampilan"
