,At,Sentimen,Review,Bintang,Aspek,data_cleaned_aspek
1466,2019-05-22 12:04:07,-1,ga bs log in... udh install trus uninstall jg ga bs. knpa ya?,1,Tampilan,log install uninstall ya
1467,2019-05-21 15:58:16,-1,"baru kali ini saya ngasih bintang 1 ke aplikasi. kenapa sih susah bgt login padahal jaringan kenceng bgt tapi gabisa mlu, malah lebih gampang lewat web tapi lewat web jg sama kadang udh login keluar sendiri😭 plis perbaikin aplikasinya & web nya. padahal udh bagus nih konsep aplikasi ini, kalau sudah lancar saya kasih bintang sempurna sukses terus soco❣",1,Tampilan,sulit jaring kencang mlu mudah web web perbaikin web bagus konsep lancar sempurna sukses soco
1468,2019-05-21 04:22:39,1,kenapa tiap buka produk yang ada di beranda shop seketika langsung keluar dari apk sociolla nya? lalu pas buka di web dengan di apk produk yang dicari jumlahnya berbeda.. lebih sedikit yang di apk. help please,4,Tampilan,buka produk beranda shop buka web produk cari beda help
1469,2019-05-20 23:02:58,-1,udh email dari seminggu yg lalu belom ada respo sama sekali,1,Layanan,email bom respon
1470,2019-05-20 20:44:43,-1,"sangat buruk, susah untuk login. sangat buat pusing",1,Tampilan,buruk sulit
1471,2019-05-20 17:06:41,1,❤️❤️❤️❤️❤️,5,Lainnya,
1472,2019-05-19 15:26:04,1,good,5,Lainnya,good
1473,2019-05-19 11:00:24,-1,"kecewa nunggu paket seminggu pas dateng malah isinya bukan orderan sy, proses refund yg ribet karna hanya via email, tlp sociolla cuma buat pajangan gak pernah terhubung. bakal belanja lagi kalo bisa cod an, trauma kasus kemaren mereka yg salah gw yg ribet 😓",1,Layanan,kecewa paket isi proses refund sulit via email tlp pajang hubung belanja cash on delivery an trauma salah sulit
1474,2019-05-19 10:09:52,-1,keluar2 mulu pas mau log in 😔,1,Tampilan,log
1475,2019-05-17 04:06:18,-1,"sdah melakukan transaksi sesuai nominal yang tertera, tpi masih dpet email buat lakuin transaksi, ini gimna ceritanya masa sya harus bayar 2 kalii 😅",1,Layanan,laku transaksi sesuai nominal tera dpet email lakuin transaksi gimna cerita bayar
1476,2019-05-16 22:43:23,1,top,5,Lainnya,mantap
1477,2019-05-16 19:37:28,-1,nggak bisa log in,1,Tampilan,log
1478,2019-05-16 07:53:49,0,"baru pertama kali nyoba belanja disini, klo mau ngecek tracking orderannya gimana ya?",3,Lainnya,nyoba belanja ecek tracking ya
1479,2019-05-16 07:25:47,-1,"di video ada scan barcode,waktu di download apps nya malah gk ada ,gimana sih???",1,Tampilan,video scan barcode
1480,2019-05-15 22:20:04,-1,berat bgt aplikasi di hape jelek q,1,Lainnya,hape buruk
1481,2019-05-15 20:15:09,-1,tolong perbaiki pug nya. setiap baru buka terhenti sendiri. setiap mau check out lama banget trus balik lagi sampe hangus voucher sedihh,2,Tampilan,pug buka henti check out sampe sedih
1482,2019-05-15 19:14:00,1,yeay akhir sudahh bisa berjalan dengen baikk apknya😍 cinta banget ama sociolla diskon nya ga nanggung naggung di tambah diskonya bisa di gabung dengan diskon lainnya,5,Layanan,sudahh dengen apknya cinta ama diskon nanggung tanggung disko gabung diskon
1483,2019-05-15 18:43:41,0,"mf aku kasih 3 bintang dulu, soalnya baru download jd belum d coba buat belanja.... kemarin2 tanggal 7 mei jg belanja d web'nya sampe sekarang status nya masih waiting payment mulu pdhal udah transfer dan udah d verifikasi pembayaran nya,saya bingung baru kali ini belanja online g ada kejelasan,no cs g bisa d hubungin apalagi email g ada respon😖 pdhal kayanya seru belanja d sociolla 😞",3,Layanan,maaf belanja kemarin 2  tanggal mei belanja web sampe status waiting payment udah transfer udah verifikasi bayar belanja online no customer service hubungin email respon seru belanja
1484,2019-05-15 16:47:49,0,kasih rate 3 dulu karena aplikasinya masih suka eror alias keluar sendiri pas mau liat produk,3,Tampilan,rate suka error alias lihat produk
1485,2019-05-15 14:59:31,0,"Katanya bisa scan barcode, ini gak bisa 😂",3,Tampilan,scan barcode
1486,2019-05-15 03:56:54,-1,app nya sering force close pas mau belanja,2,Tampilan,force close belanja
1487,2019-05-14 22:37:11,-1,terlalu banyak bug,2,Lainnya,bug
1488,2019-05-14 14:08:08,1,good,5,Lainnya,good
1489,2019-05-14 12:52:18,1,mantep,5,Lainnya,mantap
1490,2019-05-14 12:41:29,0,"tampilan keren bgt, tp sya liat di vido soco ads icon scan barcode tp ko stlah saya instal ga ada sih",3,Tampilan,tampil keren lihat vido soco ads icon scan barcode install
1491,2019-05-14 00:28:23,0,mungkin krn app masih beta jd sering force closed sendiri tiap mau view product. jd kalo order lebih aman lewat web😂,3,Tampilan,beta force closed view product aman web
1492,2019-05-13 22:57:15,0,"Keluar"" terus bikin emosi:(",3,Tampilan,emosi
1493,2019-05-13 21:33:54,-1,kak kok aku ga bisa login :( bahkan daftar lagi juga ga bisa :( kenapaa siiih,1,Tampilan,daftar
1494,2019-05-13 11:08:40,-1,Selalu force close saat produk mau dimasukkan ke keranjang.,1,Tampilan,force close produk masuk
1495,2019-05-13 08:15:03,0,"kalo liat suatu produk, pasti lgsg keluar, ga bs liat deskripsi dll:(",3,Tampilan,lihat produk lihat deskripsi
1496,2019-05-13 04:27:40,0,pas mau beli eror mulu keluar sendiri aplikasinya,3,Tampilan,beli error
1497,2019-05-12 00:46:09,1,banyak diskon. mantul,5,Lainnya,diskon mantap
1498,2019-05-11 18:04:49,1,Good,5,Lainnya,good
1499,2019-05-11 14:58:08,-1,Lemooooooot.....,1,Lainnya,lambat
1500,2019-05-11 12:02:38,1,Alhamdulillah komplain saya direspon.. dan responnya jg cepat. terimakasih banyak SOCO.. saya akan belanja kesini lg 😃,5,Layanan,complain direspon responnya cepat soco belanja
1501,2019-05-11 08:41:24,-1,tiap cek out gak bisa,1,Tampilan,cek out
1502,2019-05-11 06:48:05,-1,"udah login berkali"" tapi selalu username sama password salah, udah ganti password tetep salah. bad sekali",1,Tampilan,udah username salah udah salah bad
1503,2019-05-11 01:22:19,1,karena BRAND AMBASADOR NYA JEFRI NICHOL makanya download aplikasi keren iniii 😉,5,Lainnya,brand ambasador jefri nichol keren
1504,2019-05-10 23:52:42,0,"bagus sih cuma kok lemot banget.. entah mungkin terlalu berat buat hp saya krn sering keluar"" sendiri.. dan drpd digabung mending app untuk belanja disendirikan aja.. mau belanja aja harus berkali"" coba, terpaksa dicoba sih krn ada promo waktu itu.. semoga kedepan makin mudah digunakan..",3,Lainnya,bagus handphone gabung belanja pisah belanja paksa promo moga mudah
1505,2019-05-10 10:53:32,-1,lemot dan susah masuk ketika ada promo,1,Tampilan,sulit masuk promo
1506,2019-05-09 07:11:26,0,"Suka nge lag kl mau shop tu lama bgt loadingnya, trs nge lag huft.",3,Tampilan,suka nge lag shop loadingnya nge lag
1507,2019-05-09 05:43:18,0,aplikasinya sering keluar dengan sendirinya ketika produk ingin dimasukin kedalam keranjang,3,Tampilan,produk dimasukin
1508,2019-05-08 23:14:44,-1,"klo promo dan produknya gk ada masalah yg masalah app nya huhuhu sering click barang mau beli eeh tiba2 keluar sendiri (udah d update, memori HP masi aman) sedih aku tuh jadi harus ttp lewat web kn sama aja boong 😅",1,Tampilan,promo produk kecewa click beli eh udah update memori handphone aman sedih web kn bohong
1509,2019-05-08 23:01:04,-1,jelek keluar terus appnya,1,Lainnya,buruk
1510,2019-05-08 22:29:46,0,gak bisa masukin brg ke keranjang,3,Tampilan,masuk
1511,2019-05-08 21:13:32,-1,banyak produk yg di klik lgsg kembali ke home,2,Tampilan,produk home
1512,2019-05-08 15:49:13,-1,"aplikasi jelek, sebaiknya diperbaiki lagi",1,Lainnya,buruk
1513,2019-05-08 15:37:21,1,"belum lama gabung dan sukaaa bangettt!! dapet gratis ongkir, dpt vouch 50k , dan kemarin kemarin dpt diskon 100k:( monangsss makasiii sociolla!!❤❤",5,Layanan,gabung suka dapet  50 k diskon  100 k menang
1514,2019-05-08 14:02:43,1,it's a woow!!,5,Lainnya,it woow
1515,2019-05-08 11:09:54,-1,"tiap buka shop, pasti tiba2 keluar dari aplikasi",1,Tampilan,buka shop
1516,2019-05-08 10:21:51,0,pas kita pilih item yg kita suka.. dia suka brenti sndiri kan kesall.. 😢,3,Tampilan,pilih suka suka henti sndiri kesal
1517,2019-05-08 09:23:27,0,loading lama tolong ditingkatkan lagi ya,3,Lainnya,loading tingkat ya
1518,2019-05-08 09:22:01,0,tiap mau buka gambar langsung keluar otomatis,3,Tampilan,buka gambar otomatis
1519,2019-05-08 07:31:21,1,good,5,Lainnya,good
1520,2019-05-08 05:13:23,0,kenapa appnya berhenti mulu nih,3,Tampilan,henti
1521,2019-05-07 23:36:59,1,ok,5,Lainnya,
1522,2019-05-07 23:13:56,1,update terakhir mantep bgt sih! appnya jadi ga force close sama sekali.,5,Tampilan,update mantap force close
1523,2019-05-07 22:58:00,0,sering out sendiri disaat lagi browsing2 liat produk,3,Tampilan,out browsing 2  lihat produk
1524,2019-05-07 21:44:32,-1,apps payah,1,Lainnya,payah
1525,2019-05-07 21:31:27,-1,keluar mulu elah,2,Tampilan,
1526,2019-05-07 19:47:29,-1,suka bermasalah 😑😑,2,Lainnya,suka
1527,2019-05-07 19:30:58,-1,"kenapa mau buka detail produk lgsg terhenti sih.. gmana mau order cobaa 😥 ayodong tingkatkan lagi, karna ga sdikit loh yg udah langganan di sini..",2,Tampilan,buka detail produk henti gmana tingkat loh udah langgan
1528,2019-05-07 18:44:34,1,sangat membantu😊,5,Lainnya,bantu
1529,2019-05-07 18:37:58,1,Berharap di menu udah bisa cek orderan jadi ga perlu buka email sama cek resi lagi. Ada beberapa juga yang bug bikin keluar sendiri. Tapi masih bisa ditingkatin. Semangat! 👍🏼,4,Tampilan,harap menu udah cek buka email cek resi bug ditingkatin semangat
1530,2019-05-07 17:00:15,0,apk keluar sendiri setiap mau checkout,3,Tampilan,
1531,2019-05-07 16:38:53,1,likee,5,Lainnya,like
1532,2019-05-07 15:25:06,1,dah lumayan bagus,5,Lainnya,bagus
1533,2019-05-07 15:07:02,1,aku suka belanja disini 🤩,5,Lainnya,suka belanja
1534,2019-05-07 14:40:37,-1,masih belum stabil,2,Lainnya,stabil
1535,2019-05-07 14:10:17,1,banyak promo aku sukaaa wkwkwk,5,Layanan,promo suka
1536,2019-05-07 12:15:50,1,mantappu!,5,Lainnya,mantap
1537,2019-05-07 12:06:40,0,waktu salah satu buka produk trs layarnya nutup gitu sendiri kembali ke layar awal... jd produknya ga bisa dliat detailnya. cm bisa dliat via web... poor,3,Tampilan,salah buka produk layar tutup layar produk lihat detail lihat via web poor
1538,2019-05-07 11:44:17,0,ini gaboleh belanja disini apa gimana sih? mau add to chart gabisa² terus selalu kembali ke tampilan sebelumnya 😤,3,Tampilan,gaboleh belanja add chart gabisa 2  tampil
1539,2019-05-07 10:28:01,-1,di hpku error terus apknya :(,1,Lainnya,hpku error
1540,2019-05-07 07:12:48,-1,Masih suka keluar sendiri pas mau view product,2,Tampilan,suka view product
1541,2019-05-07 04:59:19,-1,"saya kecewa sama apps nya. mending saya blanja lewat website aja. disini lemot, gambar gak keluar pdahal sinyal saya 4G. saran kedepan tlong di perbaiki. nanti kalau udh bagus, saya ulas lagi. for now, ku hapus dlu app nya. thanks",1,Lainnya,kecewa belanja website gambar sinyal  4 g saran bagus ulas for now hapus
1542,2019-05-07 04:36:18,-1,"tolong diperbaiki aplikasi bya dong,suka ada tulisan ""SOCIOLLA TELAH BERHENTI"" TOLONG PEMBENARAN APLIKASI NYA.",1,Tampilan,suka henti
1543,2019-05-07 04:30:30,0,sebenernya enak dan praktis tapi suka nutup sendiri aplikasinya.. jadi kadang sulit pas melihat lihat barang atau pas mau check out.. harus beberapa kali.. bintangnya segini dulu ya.. kalo sudah di perbaiki bug nya.. tambah bintang.. 🙂,3,Tampilan,praktis suka tutup sulit lihat lihat check out gin ya bug
1544,2019-05-07 02:05:23,-1,aplikasi force close!,1,Tampilan,force close
1545,2019-05-06 23:56:16,-1,sering ke log out sendiri !,1,Tampilan,log out
1546,2019-05-06 23:09:38,0,"appnya udah bagus. tapi knp setiap ngebuka produk suka keluar sendiri gitu ke halaman awal:( kesel, padahal pengen beli:(",3,Tampilan,udah bagus ngebuka produk suka halaman kesal ken beli
1547,2019-05-06 22:04:04,1,bagus,5,Lainnya,bagus
1548,2019-05-06 20:47:40,0,kenapa ya pas di klik untuk liat review produk nya eh langsung keluar gitu dan lemot juga tolong dong diperbaiki aplikasinya,3,Tampilan,ya lihat produk
1549,2019-05-06 17:58:07,-1,"kesel bgt keluar"" sendiri terus! baru diteken tbtb langsung ke menu utama gitu terus memuakkan",1,Tampilan,kesal tekan menu utama muak
1550,2019-05-06 12:35:36,-1,"tiap buka produk lgsg otomatis memuat ulang, lgsg keluar aplikasi. pdhl udh bahagia ada app buat sociolla tp trnyt eror mulu hiks",2,Tampilan,buka produk otomatis muat bahagia nyata error sedih
1551,2019-05-06 10:57:42,-1,"aplikasinya buruk banget, lemot dan kalau mau ngeklik produk pasti auto kembali ke menu utama. harus diperbarui nih, soalnya kelewat bobrok. kalau aplikasinya kek gini jadi ragu sama sistim online shopnya, dikhawatirkan tidak bertanggung jawab.",1,Tampilan,buruk ngeklik produk auto menu utama buruk gin ragu sistem online shopnya tanggung
1552,2019-05-06 07:22:24,0,Kenapa aplikasi soco ini setiap sy klik product selalu otomatis balik sendiri ke home.. Gmn sy mau pilih2 brg dan cek out coba..?,3,Tampilan,soco product otomatis home pilih cek out
1553,2019-05-06 04:17:11,-1,"error mulu, tolong di perbaiki",1,Lainnya,error
1554,2019-05-06 04:11:34,-1,aplikasinya suka keluar sendiri tiap mau shopping 🤦,1,Tampilan,suka shopping
1555,2019-05-06 00:42:30,-1,"sering ga respon tiap klik sesuatu, pdhl seru promo nya",2,Tampilan,respon seru promo
1556,2019-05-05 20:41:48,-1,"setiap buka produk kembali ke awal lg. udah di uninstal terus instal lg tetep gt, akhirnya ga bisa kepake sama sekali. Tolong diperbaiki",1,Tampilan,buka produk udah uninstall install gt
1557,2019-05-05 20:23:00,-1,"padahal suka bgt belanja disini, ya jauh lebih murahh harganya. cuman ya apk ny lemot bgt kesell dahh tbtb sering keluar gtuh😭😭 jd males belanja lgi dsni..",2,Tampilan,suka belanja ya murah harga ya kesal dahh gtuh males belanja
1558,2019-05-05 20:21:51,-1,setiap mau klik produk aplikasi selalu close sendiri sudah coba re install tapi tetap begitu!,1,Tampilan,produk close re install
1559,2019-05-05 15:31:08,-1,setelah diupdate tiap mo liat detail produk tiba2 kembali ke halaman awal...jadi tidak bisa cek detail produk...,2,Tampilan,diupdate lihat detail produk halaman cek detail produk
1560,2019-05-05 12:54:09,-1,force closed trs appnya.. sudah transfer bank dan mau konfirmasi pembayaran selalu gagal.,1,Tampilan,force closed transfer bank konfirmasi bayar gagal
1561,2019-05-05 12:43:02,-1,kok setiap klik produk buat liat detailnya malah aplikasi terhenti sih.. jadi keluar2 sendiri dari aplikasi. .,2,Tampilan,produk lihat detail henti
1562,2019-05-05 11:39:46,-1,lemot,2,Lainnya,
1563,2019-05-05 10:53:56,-1,"setiap mau masukan keranjang tiba tiba berhenti dan error. Lemot banget, pdahal ram masih banyak dan sinyal full",1,Tampilan,masuk henti error ram sinyal full
1564,2019-05-05 10:27:49,-1,"tolong diperbaiki lagi aplikasinya masih logout mulu kalau lg pencet produk tau tau keluar sendiri, padahal mau belanja",2,Tampilan,logout tekan produk belanja
1565,2019-05-05 09:52:08,-1,"suka close2 sendiri, mohon diperbaiki",1,Tampilan,suka close-close
1566,2019-05-05 08:45:25,-1,mau buka detail produk ngga bisa terus,1,Tampilan,buka detail produk
1567,2019-05-05 07:33:43,-1,"tiap di buka pasti keuar sendiri, kembali sendiri. gatau kenapa. tolong diperbaiki",1,Tampilan,buka
1568,2019-05-05 06:23:45,-1,bug -_-,2,Lainnya,bug
1569,2019-05-05 00:51:18,-1,"kalo belum siap bikin aplikasi gak usah maksaain buru-buru di launching, tiap mau order pasti selalu close sendiri. kalo gak gara² diskon kemaren gak akan instal. buruan diperbaikinlah.",2,Tampilan,maksaain buru launching close diskon install buru
1570,2019-05-04 14:55:58,-1,ini kenapa app nya kalo mau liat detail product suka terhenti ya . Tolong di perbaiki lagi . app ini udah saya tunggu2 tapi pas udh di instal malah gini saya jadi gak bisa liat detail product nya gimana saya mau belinya,2,Tampilan,lihat detail product suka henti ya udah tunggu 2  install gin lihat detail product beli
1571,2019-05-04 10:51:29,-1,mau sign up susah banget ya. email salah mulu padahal udah bener,1,Tampilan,sign up sulit ya email salah udah
1572,2019-05-03 20:15:25,-1,Bete. Mau belanja ga jd. Tiba-tiba keluar lagi keluar lagi,1,Tampilan,kesal belanja
1573,2019-05-03 18:00:56,-1,maaf ini knp ya apk nya keluar2 sendiri mulu trs error trs setiap kali saya lagi liat2 shop ..pdhal saya pakai wifi indihome dan memori jg masih kosong bnyk..tolong diperbaiki ya,2,Tampilan,maaf ya error lihat shop wifi indihome memori kosong bnyk ya
1574,2019-05-03 16:13:54,-1,selalu tiba2 keluar dari aplikasi...blm sempet baca udh kluar..gt terussss ..tlg d benerin lg aplikasinya...,2,Tampilan,baca kluar gt benerin
1575,2019-05-03 15:13:16,1,"Cool yah! Akhirnya ada apps nya!! Walau masih banyak yang harus di perbaikin, kayak sering force start sendiri. Ditunggu update nya.! Jadi makin suka belanja di sociolla.",5,Lainnya,cool ya perbaikin force start update suka belanja
1576,2019-05-03 14:56:32,1,yey akhirnya launch. makin gampang belanjanyaaaa 😍,5,Lainnya,launch mudah belanja
1577,2019-05-03 12:52:56,-1,aplikasinya suka ke restart sendiri sih. jadi saya susah untuk melakukan order,2,Tampilan,suka restart sulit laku
1578,2019-05-03 11:58:28,-1,sering hank,1,Lainnya,
1579,2019-05-03 07:44:34,-1,"saya ngerasa percuma download aplikasi ini. tidak bekerja sama sekali. bahkan lebih lancar saya buka melalui website daripada buka aplikasi. mohon untuk diperbaiki agar bisa saya gunakan, mengingat konsep dari aplikasinya sendiri udah cukup bagus. keep the good work, sociolla.",1,Lainnya,ngerasa kerja lancar buka website buka konsep udah bagus keep good work
1580,2019-05-02 20:44:16,-1,saya order dari tanggal 29 april 2019 sampe hari ini blm sampe order status nya masi payment accepted terus😪 udh gitu aplikasi nya sering ke back sendiri mohon di perbaiki lagi.,1,Layanan,tanggal  29  april  2019  sampe sampe status payment accepted back
1581,2019-05-02 20:09:42,-1,keluar terus -_-,1,Lainnya,
1582,2019-05-02 19:05:05,1,"suka banget belanja di sociolla, jauh lebih murah di bandingkan di store + banyak promo dan vocer belanja nya juga, beli make up / skin care mahal jadi murah di sociolla produk nya juga 100% ori , tolong aplikasi di perbaiki lagi . sukses selalu sociolla",5,Layanan,suka belanja murah banding store promo belanja beli make up care mahal murah produk  100  original sukses
1583,2019-05-01 23:28:03,0,aplikasi tiba-tiba keluar sendiri pas di buka,3,Tampilan,buka
1584,2019-05-01 21:01:30,0,aplikasi suka tertutup sendiri sehingga kurang nyaman,3,Tampilan,suka tutup nyaman
1585,2019-05-01 20:03:47,1,gak nyesel unduh soco. pilihan makeupnya lengkap.,5,Produk,sesal unduh soco pilih makeupnya lengkap
1586,2019-05-01 17:47:09,-1,aplikasinya gabisa dipake.,1,Lainnya,
1587,2019-05-01 15:17:18,-1,"how come every time i want to see the product / buy the product, its always go back to the previous menu?? useless promos but if i cannot bought either. ga becus bikin aplikasi. please fix your application!",1,Tampilan,how come every time want see product buy product its always go back previous menu useless promos but if can not bought either becus your application
1588,2019-05-01 09:29:33,0,"segini dulu deh, soalnya tiap buka produknya suka tiba2 berenti dan kluar sendiri .mau belanja jd susah .ujung2ny balik lg ke web",3,Tampilan,gin buka produk suka renti belanja sulit web
1589,2019-05-01 08:55:24,0,kenapa setelah diperbaharui setiap mau masukan barang ke keranjang aplikasi keluar terus? ada tulisan ngebug .tolong diperbaiki :),3,Tampilan,baharu masuk
1590,2019-05-01 08:40:25,0,"aplikasi berhenti paksa terus tiap buka menu belanja dan mau order, tlong diperbaiki bug nya. aplikasi nya pun masih lemot apalagi search brang yg ingin dicari msih lemot sekali",3,Tampilan,henti paksa buka menu belanja bug search cari
1591,2019-05-01 07:59:07,-1,"Pertama download ini karna kata temen ada diskon 50% buat pengguna pertama aplikasi, ngeselinnya aplikasi sering terhenti pas lagi mau masukin barang ke keranjang, terutama barang2 yg populer n ada diskon, lemot bgt juga, kecewa bgt... Tadinya mo langganan beli disini karna pasti lebih trusted drpda aplikasi sebelah tapi karna aplikasinya g bgt jadi auto-uninstall dan g bakal belanja disini",1,Tampilan,teman diskon  50  ngeselinnya henti masuk utama populer diskon kecewa langgan beli trusted drpda auto-uninstall belanja
1592,2019-05-01 07:08:52,-1,"bintang 1 buat appnya ya, soalnya tiap klik ini itu langsung closed sendiri, jadi bikin kesel tiap mau belanja",1,Tampilan,ya closed kesal belanja
1593,2019-05-01 05:45:31,-1,"Maaf. sy uninstall, aplikasi tiba2 suka keluar ketika sy lagi asyik belanja",2,Tampilan,maaf uninstall suka belanja
1594,2019-05-01 02:21:42,-1,Tolong diperbaiki lagi,1,Lainnya,
1595,2019-04-30 23:01:30,-1,tiap mau liat produkny..ketutup lgi..ketutup lg...,1,Tampilan,lihat produkny tutup lgi tutup
1596,2019-04-30 22:51:11,-1,"pliss, perbaiki donggg:( mau view produk malah keluar sendiri mulu",1,Tampilan,dongg view produk
1597,2019-04-30 21:41:43,-1,Aplikasi tertutup berkali-kali. Saya tidak bisa membuat pesanan,2,Tampilan,tutup
1598,2019-04-30 20:28:29,1,MAU CHECK OUT KO GABISAA?????,5,Tampilan,check out
1599,2019-04-30 20:24:06,-1,"force close terus, mau belanja ga bisa. tolong diperbaiki",1,Tampilan,force close belanja
1600,2019-04-30 19:10:30,-1,mau belanja tapi tiap klik produk yg ku pengen keluar sendiri,1,Tampilan,belanja produk ken
1601,2019-04-30 18:30:07,0,"kenapa pas mau beli barang malah keluar terus, mohon di perbaiki",3,Tampilan,beli
1602,2019-04-30 16:57:08,-1,payah banget aplikasinya selalu keluar sendiri,1,Tampilan,payah
1603,2019-04-30 12:48:51,-1,aplikasinya sering terhenti,1,Tampilan,henti
1604,2019-04-30 11:41:25,-1,"udah instal app berapa kali, tapi gak bsa dipake. mau beli produk krn keluar2 terus jadi gak jadi beli deh",1,Tampilan,udah install beli produk beli
1605,2019-04-30 11:38:46,-1,bad,1,Lainnya,bad
1606,2019-04-30 08:15:49,-1,Tiap mau masukkan orderan selalu aplikasi keluar sendiri.,1,Tampilan,masuk
1607,2019-04-30 07:12:47,-1,"sering force close sendiri ketika akan checkout barang, jd susah mau belanja",2,Tampilan,force close sulit belanja
1608,2019-04-30 06:08:13,0,susah banget kalo lg search bisa out sendiri -_-,3,Tampilan,sulit search out
1609,2019-04-30 01:43:08,-1,"aplikasi lemot,tidak bisa melihat barang yg mau di review,selalu kluar dari aplikasi.. mohon perbaikan nya",1,Tampilan,lihat
1610,2019-04-29 23:39:05,-1,"setiap di klik barang yg pengen dibeli selalu gabisa, tiba"" keluar sendiri, sampe pernah uninstal sekali terus instal lagi ,terus login lg tetep aja kayak gitu!!!!",1,Tampilan,ken beli sampe uninstall install
1611,2019-04-29 23:23:50,-1,"tidak seflexible dibanding shop**, dan ga semudah belanja di L*z***, vouchernya hangus, padahal kesalahan app yang gampang not responding! place order gagal, payah!",2,Layanan,seflexible banding shop mudah belanja vouchernya salah mudah not responding place gagal payah
1612,2019-04-29 22:49:13,0,excited karna udah nunggu soco app dari pertama kali berdiri:( tapi bugnya masi banyak. kadang suka keluar sendiri juga. mohon diperbaiki yaa🙏🏻🙏🏻,3,Tampilan,excited udah soco suka yaa
1613,2019-04-29 22:32:15,1,kenapa minta di upgrade terus padahal udah versi terbarunya,5,Tampilan,pinta upgrade udah versi
1614,2019-04-29 22:17:19,0,"aplikasinya suka keluar sendiri, lemot, padahal memori hp saya dikit dan ram memadai. semoga masalah ini dapat diselesaikan demi kenyamanan bersama, terimakasih",3,Tampilan,suka memori handphone dikit ram moga selesai nyaman
1615,2019-04-29 20:57:12,-1,"Baru download aplikasinya, tiba"" gambar kluar sndiri, download ulang lagi. Padahal sudah pesen barang dan sudah membayar melalui bank transfer tapi sampai sekarang belum ada pemberitahuan barang kapan dikirim, pembayaran saya sudah di konfirmasi apa belum, kirim pertanyaan juga ke emailnya ga dijawab. Siapa sih ini yg tanggung jawab ?",1,Layanan,gambar sndiri bayar bank transfer pemberitahuan bayar konfirmasi email tanggung
1616,2019-04-29 20:22:03,-1,aplikasi sering tiba2 keluar sendiri,2,Tampilan,
1617,2019-04-29 20:17:37,0,"susah bgt gunainnya log out trsssss transaksi sulit, tracking susah, pdhl bgs2 penawarannya.",3,Tampilan,sulit log out trss transaksi sulit tracking sulit bagus tawar
1618,2019-04-29 17:43:39,-1,app nya lemot sering keluar sendiri.. bikin migrain doang.. mending lewat web.,1,Tampilan,migrain doang web
1619,2019-04-29 17:16:51,-1,keluarr terus dari aplikasi nya setiap mencet barang,2,Tampilan,mencet
1620,2019-04-29 16:07:34,1,gooood app,5,Lainnya,good
1621,2019-04-29 15:27:20,-1,"lemot parah, tiap mau order pasti balik ke home lagi,",1,Tampilan,parah home
1622,2019-04-29 15:03:49,-1,aplikasi sering tidak merespon dengan baik dan sering behenti tiba-tiba. mohon persiapkan aplikasi dengan baik dan mohon segera diperbaiki agar dapat berbelanja dengan nyaman. Terima Kasih,2,Tampilan,merespon behenti belanja nyaman
1623,2019-04-29 14:54:00,1,"aplikasi bagus&lengkap nih untuk istri belanja produk cosmetik,,,",5,Produk,bagus lengkap belanja produk kosmetik
1624,2019-04-29 14:37:52,0,suka keluar sendiri,3,Tampilan,suka
1625,2019-04-29 13:36:38,-1,sering ketutup sendiri aplikasinya. mohon diperbaiki lagi baru juga buka udah ketutup aja,1,Tampilan,tutup buka udah tutup
1626,2019-04-29 13:26:05,1,semoga sukses selalu,5,Lainnya,moga sukses
1627,2019-04-29 12:56:36,-1,"aplikasinya jelek. suka reload sendiri, g bisa klik detail product apalagi buat transaksi.",2,Tampilan,buruk suka reload detail product transaksi
1628,2019-04-29 12:44:45,1,"alhamdulillah,,,blanja jadi mudah gk ribet,,,gk perlu kluar rumah,,,dgn adax aplikasi ini sangat membantu sekali,,happy shopping,,,😂😂😂",5,Lainnya,belanja mudah sulit rumah adax bantu happy shopping
1629,2019-04-29 11:51:59,1,sukaaak deh ada apL ini memudahkan kita cari kosmetik ori dg harga yg bersaing.....thank sociolla,5,Produk,suka mudah cari kosmetik original harga saing thank
1630,2019-04-29 11:37:10,-1,aplikasinya suka keluar sendiri. gimana mau belanja kalau klik buy now aja gak bisa 🤔 .,1,Tampilan,suka belanja buy now
1631,2019-04-29 11:32:33,1,ok,5,Lainnya,
1632,2019-04-29 10:53:26,-1,lemot banget,2,Lainnya,
1633,2019-04-29 10:46:37,1,"seneng deh ada aplikasi ini, memudahkan bngt buat aku cari produk skincare yg unggulan",5,Produk,mudah cari produk skincare unggul
1634,2019-04-29 10:33:10,1,nice,5,Lainnya,nice
1635,2019-04-29 10:32:23,1,"Skincare yg Aman dan bagus buat kulit wajah kita,harga standar gk kalah sm Brand yg lainnya...sukses trus Buat Sociolla👍",5,Produk,skincare aman bagus wajah harga standar kalah brand sukses sociolla
1636,2019-04-29 09:39:31,1,😍😍,5,Lainnya,
1637,2019-04-29 08:34:00,-1,"seneng sih ada aplikasinya, cuman pas diklik product nya dan mau dimasukin keranjang malah keluar terus😭😭😭 tolong untuk kedepannya hal ini tidak terulang lagi. soalnya product yang saya mau suka habis duluan kan sedih 😭😭😭😭😭😭😭",2,Tampilan,product dimasukin product suka habis duluan sedih
